input_file,factor,color,canonical_key,page,bbox,match_type,match_score,color_match,mapped_json,notes
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,AMERICAN EXPRESS (Credit Card),#212529,american_express_credit_card--6b4296d53c,1,"[56.689998626708984, 140.4349822998047, 203.71397399902344, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$606,#212529,606--a29e971b51,1,"[348.489990234375, 140.4349822998047, 368.5059814453125, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$2,500",#212529,2_500--f298aa5df4,1,"[392.010009765625, 140.4349822998047, 419.5320129394531, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,24%,#212529,24--4d134bc072,1,"[429.8699951171875, 140.4349822998047, 447.8789978027344, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$40,#212529,40--af3e133428,1,"[483.8900146484375, 140.4349822998047, 498.9020080566406, 152.8009796142578]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,I,#212529,i--042dc4512f,1,"[524.739990234375, 95.07499694824219, 527.2420043945312, 107.44100189208984]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,JPMCB CARD SERVICES (Credit Card),#212529,jpmcb_card_services_credit_card--a917d96c92,1,"[56.689998626708984, 163.1050262451172, 217.708984375, 175.4710235595703]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,$100,#212529,100--310b86e0b6,1,"[348.489990234375, 163.1050262451172, 368.5059814453125, 175.4710235595703]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,"$2,200",#212529,2_200--5b57846271,1,"[392.010009765625, 163.1050262451172, 419.5320129394531, 175.4710235595703]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
data/extracted/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.json,5%,#212529,5--ac3478d69a,1,"[434.8699951171875, 163.1050262451172, 447.875, 175.4710235595703]",exact,1.0,,tmp/auto_map/user_1099_credit_summary_2025-09-01_100119_ground_truth_unvalidated.mapped.json,
